"code", "description"
"250.02","Diabetes mellitus; Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
"250.03","Diabetes mellitus; Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled"
"250.1","Diabetes mellitus; Diabetes with ketoacidosis"
"250.10","Diabetes mellitus; Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled"
"250.11","Diabetes mellitus; Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled"
"250.12","Diabetes mellitus; Diabetes with ketoacidosis, type II or unspecified type, uncontrolled"
"250.13","Diabetes mellitus; Diabetes with ketoacidosis, type I [juvenile type], uncontrolled"
"250.2","Diabetes mellitus; Diabetes with hyperosmolarity"
"250.20","Diabetes mellitus; Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled"
"250.21","Diabetes mellitus; Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled"
"250.22","Diabetes mellitus; Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled"
"250.23","Diabetes mellitus; Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled"
"250.3","Diabetes mellitus; Diabetes with other coma"
"250.30","Diabetes mellitus; Diabetes with other coma, type II or unspecified type, not stated as uncontrolled"
"250.31","Diabetes mellitus; Diabetes with other coma, type I [juvenile type], not stated as uncontrolled"
"250.32","Diabetes mellitus; Diabetes with other coma, type II or unspecified type, uncontrolled"
"250.33","Diabetes mellitus; Diabetes with other coma, type I [juvenile type], uncontrolled"
"250.4","Diabetes mellitus; Diabetes with renal manifestations"
"250.40","Diabetes mellitus; Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
"250.41","Diabetes mellitus; Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled"
"250.42","Diabetes mellitus; Diabetes with renal manifestations, type II or unspecified type, uncontrolled"
"250.43","Diabetes mellitus; Diabetes with renal manifestations, type I [juvenile type], uncontrolled"
"250.5","Diabetes mellitus; Diabetes with ophthalmic manifestations"
"250.50","Diabetes mellitus; Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled"
"250.51","Diabetes mellitus; Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled"
"250.52","Diabetes mellitus; Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled"
"250.53","Diabetes mellitus; Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled"
"250.6","Diabetes mellitus; Diabetes with neurological manifestations"
"250.60","Diabetes mellitus; Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
"250.61","Diabetes mellitus; Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled"
"250.62","Diabetes mellitus; Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
"250.63","Diabetes mellitus; Diabetes with neurological manifestations, type I [juvenile type], uncontrolled"
"250.7","Diabetes mellitus; Diabetes with peripheral circulatory disorders"
"250.70","Diabetes mellitus; Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled"
"250.71","Diabetes mellitus; Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled"
"250.72","Diabetes mellitus; Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled"
"250.73","Diabetes mellitus; Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled"
"250.8","Diabetes mellitus; Diabetes with other specified manifestations"
"250.80","Diabetes mellitus; Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
"250.81","Diabetes mellitus; Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled"
"250.82","Diabetes mellitus; Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
"250.83","Diabetes mellitus; Diabetes with other specified manifestations, type I [juvenile type], uncontrolled"
"250.9","Diabetes mellitus; Diabetes with unspecified complication"
"250.90","Diabetes mellitus; Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
"250.91","Diabetes mellitus; Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled"
"250.92","Diabetes mellitus; Diabetes with unspecified complication, type II or unspecified type, uncontrolled"
"250.93","Diabetes mellitus; Diabetes with unspecified complication, type I [juvenile type], uncontrolled"
"251","Other disorders of pancreatic internal secretion"
"251.0","Other disorders of pancreatic internal secretion; Hypoglycemic coma"
"251.1","Other disorders of pancreatic internal secretion; Other specified hypoglycemia"
"251.2","Other disorders of pancreatic internal secretion; Hypoglycemia, unspecified"
"251.3","Other disorders of pancreatic internal secretion; Postsurgical hypoinsulinemia"
"251.4","Other disorders of pancreatic internal secretion; Abnormality of secretion of glucagon"
"251.5","Other disorders of pancreatic internal secretion; Abnormality of secretion of gastrin"
"251.8","Other specified disorders of pancreatic internal secretion"
"251.9","Other disorders of pancreatic internal secretion; Unspecified disorder of pancreatic internal secretion"
"252","Disorders of parathyroid gland"
"252.0","Disorders of parathyroid gland; Hyperparathyroidism"
"252.00","Disorders of parathyroid gland; Hyperparathyroidism, unspecified"
"252.01","Disorders of parathyroid gland; Primary hyperparathyroidism"
"252.02","Disorders of parathyroid gland; Secondary hyperparathyroidism, non-renal"
"252.08","Disorders of parathyroid gland; Other hyperparathyroidism"
"252.1","Disorders of parathyroid gland; Hypoparathyroidism"
"252.8","Other specified disorders of parathyroid gland"
"252.9","Disorders of parathyroid gland; Unspecified disorder of parathyroid gland"
"253","Disorders of the pituitary gland and its hypothalamic control"
"253.0","Disorders of the pituitary gland and its hypothalamic control; Acromegaly and gigantism"
"253.1","Disorders of the pituitary gland and its hypothalamic control; Other and unspecified anterior pituitary hyperfunction"
"253.2","Disorders of the pituitary gland and its hypothalamic control; Panhypopituitarism"
"253.3","Disorders of the pituitary gland and its hypothalamic control; Pituitary dwarfism"
"253.4","Disorders of the pituitary gland and its hypothalamic control; Other anterior pituitary disorders"
"253.5","Disorders of the pituitary gland and its hypothalamic control; Diabetes insipidus"
"253.6","Disorders of the pituitary gland and its hypothalamic control; Other disorders of neurohypophysis"
"253.7","Disorders of the pituitary gland and its hypothalamic control; Iatrogenic pituitary disorders"
"253.8","Other disorders of the pituitary and other syndromes of diencephalohypophyseal origin"
"253.9","Disorders of the pituitary gland and its hypothalamic control; Unspecified"
"254","Diseases of thymus gland"
"254.0","Diseases of thymus gland; Persistent hyperplasia of thymus"
"254.1","Diseases of thymus gland; Abscess of thymus"
"254.8","Diseases of thymus gland; Other specified diseases of thymus gland"
"254.9","Diseases of thymus gland; Unspecified disease of thymus gland"
"255","Disorders of adrenal glands"
"255.0","Disorders of adrenal glands; Cushing's syndrome"
"255.1","Disorders of adrenal glands; Hyperaldosteronism"
"255.10","Disorders of adrenal glands; Hyperaldosteronism, unspecified"
"255.11","Disorders of adrenal glands; Glucocorticoid-remediable aldosteronism"
"255.12","Disorders of adrenal glands; Conn's syndrome"
"255.13","Disorders of adrenal glands; Bartter's syndrome"
"255.14","Disorders of adrenal glands; Other secondary aldosteronism"
"255.2","Disorders of adrenal glands; Adrenogenital disorders"
"255.3","Disorders of adrenal glands; Other corticoadrenal overactivity"
"255.4","Disorders of adrenal glands; Corticoadrenal insufficiency"
"255.41","Disorders of adrenal glands; Glucocorticoid deficiency"
"255.42","Disorders of adrenal glands; Mineralocorticoid deficiency"
"255.5","Disorders of adrenal glands; Other adrenal hypofunction"
"255.6","Disorders of adrenal glands; Medulloadrenal hyperfunction"
"255.8","Disorders of adrenal glands; Other specified disorders of adrenal glands"
"255.9","Disorders of adrenal glands; Unspecified disorder of adrenal glands"
"256","Ovarian dysfunction"
"256.0","Ovarian dysfunction; Hyperestrogenism"
"256.1","Ovarian dysfunction; Other ovarian hyperfunction"
"256.2","Ovarian dysfunction; Postablative ovarian failure"
"256.3","Ovarian dysfunction; Other ovarian failure"
"256.31","Ovarian dysfunction; Premature menopause"
"256.39","Ovarian dysfunction; Other ovarian failure"
"256.4","Ovarian dysfunction; Polycystic ovaries"
"256.8","Ovarian dysfunction; Other ovarian dysfunction"
"256.9","Ovarian dysfunction; Unspecified ovarian dysfunction"
"257","Testicular dysfunction"
"257.0","Testicular dysfunction; Testicular hyperfunction"
"257.1","Testicular dysfunction; Postablative testicular hypofunction"
"257.2","Testicular dysfunction; Other testicular hypofunction"
"257.8","Other testicular dysfunction"
"257.9","Unspecified testicular dysfunction"
"258","Polyglandular dysfunction and related disorders"
"258.0","Polyglandular dysfunction and related disorders; Polyglandular activity in multiple endocrine adenomatosis"
"258.01","Polyglandular dysfunction and related disorders; Multiple endocrine neoplasia [MEN] type I"
"258.02","Polyglandular dysfunction and related disorders; Multiple endocrine neoplasia [MEN] type IIA"
"258.03","Polyglandular dysfunction and related disorders; Multiple endocrine neoplasia [MEN] type IIB"
"258.1","Polyglandular dysfunction and related disorders; Other combinations of endocrine dysfunction"
"258.8","Other specified polyglandular dysfunction"
"258.9","Polyglandular dysfunction, unspecified"
"259","Other endocrine disorders"
"259.0","Other endocrine disorders; Delay in sexual development and puberty, not elsewhere classified"
"259.1","Other endocrine disorders; Precocious sexual development and puberty, not elsewhere classified"
"259.2","Other endocrine disorders; Carcinoid syndrome"
"259.3","Other endocrine disorders; Ectopic hormone secretion, not elsewhere classified"
"259.4","Other endocrine disorders; Dwarfism, not elsewhere classified"
"259.5","Other endocrine disorders; Androgen insensitivity syndrome"
"259.50","Other endocrine disorders; Androgen insensitivity, unspecified"
"259.51","Other endocrine disorders; Androgen insensitivity syndrome"
"259.52","Other endocrine disorders; Partial androgen insensitivity"
"259.8","Other endocrine disorders; Other specified endocrine disorders"
"259.9","Other endocrine disorders; Unspecified endocrine disorder"
"260","Kwashiorkor"
"261","Nutritional marasmus"
"262","Other severe protein-calorie malnutrition"
"263","Other and unspecified protein-calorie malnutrition"
"263.0","Other and unspecified protein-calorie malnutrition; Malnutrition of moderate degree"
"263.1","Other and unspecified protein-calorie malnutrition; Malnutrition of mild degree"
"263.2","Other and unspecified protein-calorie malnutrition; Arrested development following protein-calorie malnutrition"
"263.8","Other and unspecified protein-calorie malnutrition; Other protein-calorie malnutrition"
"263.9","Unspecified protein-calorie malnutrition"
"264","Vitamin A deficiency"
"264.0","Vitamin A deficiency; With conjunctival xerosis"
"264.1","Vitamin A deficiency; With conjunctival xerosis and Bitot's spot"
"264.2","Vitamin A deficiency; With corneal xerosis"
"264.3","Vitamin A deficiency; With corneal ulceration and xerosis"
"264.4","Vitamin A deficiency; With keratomalacia"
"264.5","Vitamin A deficiency; With night blindness"
"264.6","Vitamin A deficiency; With xerophthalmic scars of cornea"
"264.7","Vitamin A deficiency; Other ocular manifestations of vitamin A deficiency"
"264.8","Vitamin A deficiency; Other manifestations of vitamin A deficiency"
"264.9","Vitamin A deficiency; Unspecified vitamin A deficiency"
"265","Thiamine and niacin deficiency states"
"265.0","Thiamine and niacin deficiency states; Beriberi"
"265.1","Thiamine and niacin deficiency states; Other and unspecified manifestations of thiamine deficiency"
"265.2","Thiamine and niacin deficiency states; Pellagra"
"266","Deficiency of B-complex components"
"266.0","Deficiency of B-complex components; Ariboflavinosis"
"266.1","Deficiency of B-complex components; Vitamin B6 deficiency"
"266.2","Deficiency of B-complex components; Other B-complex deficiencies"
"266.9","Deficiency of B-complex components; Unspecified vitamin B deficiency"
